"ProbeID","GeneSymbol","EntrezID","GeneTitle","GOProcess","GOProcessID","GOFunction","GOFunctionID","GOComponent","GOComponentID"
"220088_at","C5AR1","728","complement component 5a receptor 1","activation of MAPK activity///activation of phospholipase C activity///apoptotic process///cell proliferation in hindbrain///cellular defense response///chemotaxis///complement component C5a signaling pathway///defense response to Gram-positive bacterium///immune response///inflammatory response///mRNA transcription from RNA polymerase II promoter///negative regulation of neuron apoptotic process///neutrophil chemotaxis///organ regeneration///positive regulation of ERK1 and ERK2 cascade///positive regulation of angiogenesis///positive regulation of cytosolic calcium ion concentration///positive regulation of epithelial cell proliferation///positive regulation of macrophage chemotaxis///positive regulation of neutrophil chemotaxis///positive regulation of vascular endothelial growth factor production///regulation of complement activation///response to lipopolysaccharide///response to peptidoglycan///sensory perception of chemical stimulus///signal transduction","GO:0000187///GO:0007202///GO:0006915///GO:0021534///GO:0006968///GO:0006935///GO:0038178///GO:0050830///GO:0006955///GO:0006954///GO:0042789///GO:0043524///GO:0030593///GO:0031100///GO:0070374///GO:0045766///GO:0007204///GO:0050679///GO:0010759///GO:0090023///GO:0010575///GO:0030449///GO:0032496///GO:0032494///GO:0007606///GO:0007165","C5a anaphylatoxin receptor activity///complement component C5a binding///complement component C5a receptor activity","GO:0004944///GO:0001856///GO:0004878","apical part of cell///basolateral plasma membrane///cell surface///cytoplasmic, membrane-bounded vesicle///cytosol///integral component of plasma membrane///plasma membrane","GO:0045177///GO:0016323///GO:0009986///GO:0016023///GO:0005829///GO:0005887///GO:0005886"
"220089_at","L2HGDH","79944","L-2-hydroxyglutarate dehydrogenase","2-oxoglutarate metabolic process///cellular protein metabolic process///oxidation-reduction process","GO:0006103///GO:0044267///GO:0055114","2-hydroxyglutarate dehydrogenase activity///2-hydroxyglutarate dehydrogenase activity","GO:0047545///GO:0047545","integral component of membrane///integral component of mitochondrial inner membrane///mitochondrial inner membrane///mitochondrion","GO:0016021///GO:0031305///GO:0005743///GO:0005739"
"220090_at","CRNN","49860","cornulin","response to heat///single organismal cell-cell adhesion","GO:0009408///GO:0016337","calcium ion binding","GO:0005509","cytoplasm///extracellular exosome///membrane","GO:0005737///GO:0070062///GO:0016020"
"220091_at","SLC2A6","11182","solute carrier family 2 member 6","glucose import///glucose transmembrane transport///proton transport","GO:0046323///GO:1904659///GO:0015992","D-glucose transmembrane transporter activity///glucose transmembrane transporter activity///glucose transmembrane transporter activity///sugar:proton symporter activity","GO:0055056///GO:0005355///GO:0005355///GO:0005351","integral component of plasma membrane///membrane///plasma membrane","GO:0005887///GO:0016020///GO:0005886"
"220094_s_at","MCUR1","63933","mitochondrial calcium uniporter regulator 1","calcium ion import///calcium ion transmembrane import into mitochondrion///mitochondrial calcium ion transport///positive regulation of mitochondrial calcium ion concentration","GO:0070509///GO:0036444///GO:0006851///GO:0051561","protein binding","GO:0005515","integral component of mitochondrial inner membrane","GO:0031305"
"220097_s_at","TMEM104","54868","transmembrane protein 104","biological_process","GO:0008150","molecular_function","GO:0003674","cellular_component///integral component of membrane","GO:0005575///GO:0016021"
"220099_s_at","C7orf55-LUC7L2","100996928","C7orf55-LUC7L2 readthrough","mRNA splice site selection","GO:0006376","enzyme binding///mRNA binding///poly(A) RNA binding///protein binding","GO:0019899///GO:0003729///GO:0044822///GO:0005515","U1 snRNP///U2-type prespliceosome///nuclear speck","GO:0005685///GO:0071004///GO:0016607"
"220100_at","SLC22A11","55867","solute carrier family 22 member 11","inorganic anion transport///organic anion transport///sodium-independent organic anion transport///transmembrane transport///urate metabolic process","GO:0015698///GO:0015711///GO:0043252///GO:0055085///GO:0046415","inorganic anion exchanger activity///organic anion transmembrane transporter activity///protein binding///sodium-independent organic anion transmembrane transporter activity///sodium-independent organic anion transmembrane transporter activity","GO:0005452///GO:0008514///GO:0005515///GO:0015347///GO:0015347","apical plasma membrane///external side of plasma membrane///extracellular exosome///integral component of plasma membrane///plasma membrane","GO:0016324///GO:0009897///GO:0070062///GO:0005887///GO:0005886"
"220102_at","FOXL2","668","forkhead box L2","apoptotic DNA fragmentation///cell differentiation///embryonic eye morphogenesis///extraocular skeletal muscle development///female somatic sex determination///granulosa cell differentiation///menstruation///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///oocyte growth///ovarian follicle development///ovarian follicle development///positive regulation of apoptotic process///positive regulation of apoptotic process///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of follicle-stimulating hormone secretion///positive regulation of luteinizing hormone secretion///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///single fertilization///transcription from RNA polymerase II promoter///uterus development","GO:0006309///GO:0030154///GO:0048048///GO:0002074///GO:0019101///GO:0060014///GO:0042703///GO:0000122///GO:0045892///GO:0001555///GO:0001541///GO:0001541///GO:0043065///GO:0043065///GO:0043280///GO:0046881///GO:0033686///GO:0045944///GO:0045893///GO:0007338///GO:0006366///GO:0060065","DNA binding///DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///RNA polymerase II transcription factor activity, sequence-specific DNA binding///cysteine-type endopeptidase regulator activity involved in apoptotic process///estrogen receptor binding///protein binding///transcription factor activity, sequence-specific DNA binding///transcription factor activity, sequence-specific DNA binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding///ubiquitin conjugating enzyme binding","GO:0003677///GO:0003677///GO:0000978///GO:0000981///GO:0043028///GO:0030331///GO:0005515///GO:0003700///GO:0003700///GO:0001077///GO:0031624","nucleus","GO:0005634"
"220107_s_at","ZC2HC1C","79696","zinc finger C2HC-type containing 1C","","","metal ion binding///protein binding","GO:0046872///GO:0005515","",""
"220108_at","GNA14","9630","G protein subunit alpha 14","phospholipase C-activating dopamine receptor signaling pathway///platelet activation///signal transduction","GO:0060158///GO:0030168///GO:0007165","G-protein beta/gamma-subunit complex binding///G-protein coupled receptor binding///GTP binding///GTPase activity///metal ion binding///protein binding///signal transducer activity","GO:0031683///GO:0001664///GO:0005525///GO:0003924///GO:0046872///GO:0005515///GO:0004871","extracellular exosome///heterotrimeric G-protein complex///plasma membrane","GO:0070062///GO:0005834///GO:0005886"
"220110_s_at","NXF3","56000","nuclear RNA export factor 3","mRNA export from nucleus///poly(A)+ mRNA export from nucleus","GO:0006406///GO:0016973","mRNA binding///nucleotide binding///poly(A) RNA binding///protein binding","GO:0003729///GO:0000166///GO:0044822///GO:0005515","cytoplasm///nuclear RNA export factor complex///nucleoplasm///nucleus","GO:0005737///GO:0042272///GO:0005654///GO:0005634"
"220111_s_at","ANO2","57101","anoctamin 2","chloride transmembrane transport///ion transmembrane transport","GO:1902476///GO:0034220","intracellular calcium activated chloride channel activity///intracellular calcium activated chloride channel activity///protein heterodimerization activity///protein homodimerization activity","GO:0005229///GO:0005229///GO:0046982///GO:0042803","chloride channel complex///nonmotile primary cilium///nucleoplasm///plasma membrane///plasma membrane///plasma membrane","GO:0034707///GO:0031513///GO:0005654///GO:0005886///GO:0005886///GO:0005886"
"220112_at","ANKRD55","79722","ankyrin repeat domain 55","","","","","",""
"220115_s_at","CDH10","1008","cadherin 10","adherens junction organization///homophilic cell adhesion via plasma membrane adhesion molecules///single organismal cell-cell adhesion","GO:0034332///GO:0007156///GO:0016337","calcium ion binding","GO:0005509","integral component of membrane///plasma membrane","GO:0016021///GO:0005886"
"220116_at","KCNN2","3781","potassium calcium-activated channel subfamily N member 2","potassium ion transmembrane transport///potassium ion transport///regulation of potassium ion transmembrane transport","GO:0071805///GO:0006813///GO:1901379","alpha-actinin binding///calcium-activated potassium channel activity///calmodulin binding///protein domain specific binding///protein homodimerization activity///small conductance calcium-activated potassium channel activity///small conductance calcium-activated potassium channel activity","GO:0051393///GO:0015269///GO:0005516///GO:0019904///GO:0042803///GO:0016286///GO:0016286","T-tubule///Z disc///cell surface///dendritic spine///integral component of membrane///neuronal cell body///plasma membrane///plasma membrane///smooth endoplasmic reticulum","GO:0030315///GO:0030018///GO:0009986///GO:0043197///GO:0016021///GO:0043025///GO:0005886///GO:0005886///GO:0005790"
"220117_at","ZNF385D","79750","zinc finger protein 385D","intrinsic apoptotic signaling pathway by p53 class mediator","GO:0072332","RNA binding///p53 binding///zinc ion binding","GO:0003723///GO:0002039///GO:0008270","nucleus","GO:0005634"
"220118_at","ZBTB32","27033","zinc finger and BTB domain containing 32","DNA damage response, detection of DNA damage///interstrand cross-link repair///negative regulation of transcription from RNA polymerase II promoter///transcription from RNA polymerase II promoter","GO:0042769///GO:0036297///GO:0000122///GO:0006366","DNA binding///protein binding///transcription corepressor activity///zinc ion binding","GO:0003677///GO:0005515///GO:0003714///GO:0008270","nucleoplasm///nucleus","GO:0005654///GO:0005634"
"220124_at","GAN","8139","gigaxonin","cytoskeleton organization///protein ubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process","GO:0007010///GO:0016567///GO:0042787","molecular_function///protein binding///contributes_to ubiquitin-protein transferase activity","GO:0003674///GO:0005515///contributes_to GO:0004842","Cul3-RING ubiquitin ligase complex///cytoplasm///cytoskeleton","GO:0031463///GO:0005737///GO:0005856"
